Serial,Code,Product Name (Arabic),Product Name (english),Description (Arabic),Description (English),Category (Arabic),Category (English),Net Cost Value,Cost Price,Net,Case Net,In Stock
395,4.791E+12,شاي الوزه علاقي خيط 100حبه,Al Wazah Tea Bags with String 100 Bags,"شاي الوزه علاقي خيط 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الوزه علاقي خيط 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
396,4.791E+12,شاي الوزه رويال خيط علاقي 100 حبه,Al Wazah Royal Tea Bags with String 100 Bags,"شاي الوزه رويال خيط علاقي 100 حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الوزه رويال خيط علاقي 100 حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
397,4.791E+12,شاي الوزه فله علب 400 جم,Al Wazah Loose Tea Can 400g,"شاي الوزه فله علب 400 جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الوزه فله علب 400 جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
398,4.791E+12,شاي الوزه فله اخضر علب 225جم,Al Wazah Loose Green Tea Can 225g,"شاي الوزه فله اخضر علب 225جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الوزه فله اخضر علب 225جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
399,4.791E+12,شاي الوزه اخضر علاقي 100حبه,Al Wazah Green Tea Bags 100 Bags,"شاي الوزه اخضر علاقي 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الوزه اخضر علاقي 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
400,6.28101E+12,شاي ابو جبل فله علب 200جم,Abu Jabal Loose Tea Can 200g,"شاي ابو جبل فله علب 200جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي ابو جبل فله علب 200جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
401,6.28101E+12,شاي ابو جبل علاقي 75حبه,Abu Jabal Tea Bags 75 Bags,"شاي ابو جبل علاقي 75حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي ابو جبل علاقي 75حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
402,6.25136E+12,شاي الكبوس علاقي 100حبه,Al Kabous Tea Bags 100 Bags,"شاي الكبوس علاقي 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الكبوس علاقي 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
403,5.00031E+12,شاي الكبوس فله 227جم,Al Kabous Loose Tea 227g,"شاي الكبوس فله 227جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الكبوس فله 227جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,10,10,0
404,4.79602E+12,شاي خدير ورق ذهبي حديد 200جم,Khadeer Golden Leaf Tea Tin 200g,"شاي خدير ورق ذهبي حديد 200جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي خدير Leaves ذهبي حديد 200جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
405,4.79602E+12,شاي خدير اسود علاقي 100حبه,Khadeer Black Tea Bags 100 Bags,"شاي خدير اسود علاقي 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي خدير اسود علاقي 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
406,4.79603E+12,شاي خدير جبلي سيلاني 100 حبه,Khadeer Mountain Ceylon Tea 100 Bags,"شاي خدير جبلي سيلاني 100 حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي خدير جبلي سيلاني 100 حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
407,4.79206E+12,شاي الصمان كيني علاقي 100حبه,Al Summan Kenyan Tea Bags 100 Bags,"شاي الصمان كيني علاقي 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الصمان كيني علاقي 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
408,4.79601E+12,شاي الصمان علاقي اسود 100حبه,Al Summan Black Tea Bags 100 Bags,"شاي الصمان علاقي اسود 100حبه مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الصمان علاقي اسود 100حبه is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
409,4.79601E+12,شاي الصمان ذهبي علب 360جم,Al Summan Golden Tea Can 360g,"شاي الصمان ذهبي علب 360جم مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي الصمان ذهبي علب 360جم is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,6,6,0
410,8.8571E+12,مزيل عرق جريس بالصبار 70جم,Grace Aloe Vera Deodorant 70g,"مزيل عرق جريس بالصبار 70جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مزيل عرق جريس بالصبار 70جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,9,9,0
411,4.80001E+12,زيت مساج افكسنت 50مل,Efficent Massage Oil 50ml,"زيت مساج افكسنت 50مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil مساج افكسنت 50مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,0,0,0
412,2.78121E+12,صابون كويت شوب حليب الماعز,Kuwait Shop Goat Milk Soap,"صابون كويت شوب حليب الماعز صابون طبيعي مصنوع من مكونات عضوية، ينظف البشرة بلطف ويحافظ على رطوبتها.","Soap كويت شوب حليب الماعز is a natural soap made from organic ingredients, gently cleanses skin while maintaining moisture.",الصابون الطبيعي,Natural Soaps,0,0,6,6,0
413,1000228,مكحله + الكحل,Kohl Pot + Kohl,"مكحله + الكحل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","مكحله + الكحل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,0,0,0
414,1000229,خلطة اثر الحيويه,Athar Vitality Mix,"خلطة اثر الحيويه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",خلطة اثر الحيويه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,999,999,0
415,6.254E+12,بن العميد غامق بدون هيل 250جم,Al Ameed Coffee Dark without Cardamom 250g,"بن العميد غامق بدون هيل 250جم من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد غامق بدون Cardamom 250جم is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
416,6.254E+12,بن العميد وسط مع هيل,Al Ameed Coffee Medium with Cardamom,"بن العميد وسط مع هيل من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد وسط مع Cardamom is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
417,6.254E+12,بن العميد غامق مع هيل,Al Ameed Coffee Dark with Cardamom,"بن العميد غامق مع هيل من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد غامق مع Cardamom is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
418,6.254E+12,بن العميد فاتح مع هيل,Al Ameed Coffee Light with Cardamom,"بن العميد فاتح مع هيل من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد فاتح مع Cardamom is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
419,6.254E+12,بن العميد وسط بدون هيل,Al Ameed Coffee Medium without Cardamom,"بن العميد وسط بدون هيل من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد وسط بدون Cardamom is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
420,6.254E+12,بن العميد فاتح بدون هيل,Al Ameed Coffee Light without Cardamom,"بن العميد فاتح بدون هيل من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بن العميد فاتح بدون Cardamom is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,6,6,0
421,1000230,بذور كتان علبه 12,Flax Seeds Box 12,"بذور كتان علبه 12 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds كتان علبه 12 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9998,9998,0
422,1000231,حبه سوداء علبه 15,Black Seed Box 15,"حبه سوداء علبه 15 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","حبه سوداء علبه 15 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9999,9999,0
423,1000232,حب رمان مجفف علبه 7,Dried Pomegranate Seeds Box 7,"حب رمان مجفف علبه 7 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds رمان Dried علبه 7 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9999,9999,0
424,1000233,حبوب الياقطين علبه 20,Pumpkin Seeds Box 20,"حبوب الياقطين علبه 20 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","حبوب الياقطين علبه 20 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9999,9999,0
425,1000234,زبيب اصفر علبه 20,Yellow Raisins Box 20,"زبيب اصفر علبه 20 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زبيب اصفر علبه 20 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,9999,9999,0
426,1000235,زبيب اسود علبه 20,Black Raisins Box 20,"زبيب اسود علبه 20 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زبيب اسود علبه 20 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,9998,9998,0
427,9.77123E+12,سمسم ابيض علبه 20,White Sesame Box 20,"سمسم ابيض علبه 20 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",سمسم ابيض علبه 20 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,9999,9999,0
428,9.77123E+12,بذور مشمش مر علبه 10,Bitter Apricot Seeds Box 10,"بذور مشمش مر علبه 10 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds مشمش مر علبه 10 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9999,9999,0
429,1000236,خشب رواند حب,Rhubarb Wood Seeds (Whole),"خشب رواند حب من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","خشب رواند Seeds are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,2,2,0
430,1000237,خلطة اعشاب احتباس,Retention Herbs Mix,"خلطة اعشاب احتباس من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",خلطة اعشاب احتباس is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,50498.5,0.5,100997,100997,0
431,1000238,تركيبة زيوت علاجيه,Therapeutic Oils Formula,"تركيبة زيوت علاجيه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",تركيبة زيوت علاجيه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,998.7,998.7,0
432,1000239,كمون حب سوري,Syrian Cumin Seeds,"كمون حب سوري من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Cumin Seeds Syrian is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,3,3,0
433,1000240,كمون حب يمني,Yemeni Cumin Seeds,"كمون حب يمني من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Cumin Seeds Yemeni is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,3,3,0
434,1000241,فلفل احمر كرز,Cherry Red Pepper,"فلفل احمر كرز من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Pepper احمر كرز is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,2,2,0
435,1000242,بهارات مشكل حب,Mixed Whole Spices,"بهارات مشكل حب من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",بهارات مشكل Seeds is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,3,3,0
436,6.2129E+12,العطار كمون,Al Attar Cumin,"العطار كمون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",العطار Cumin is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,0,0,0
437,1000243,كثيره هندي,Indian Tragacanth (Kathira),"كثيره هندي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كثيره هندي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
438,1000244,ورق الحباسه,Habasah Leaves,"ورق الحباسه من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Leaves الحباسه are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,2,2,0
439,1000245,فلفل احمر مطحون,Ground Red Pepper,"فلفل احمر مطحون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Pepper احمر مطحون is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,2.4,2.4,0
440,1000246,ملح ليمون,Lemon Salt (Citric Acid),"ملح ليمون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ملح Lemon is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
441,1000247,حبوب الياقطين علبه 10,Pumpkin Seeds Box 10,"حبوب الياقطين علبه 10 من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","حبوب الياقطين علبه 10 are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,9999,9999,0
442,6.2811E+12,مشروب البابونج فيولا,Viola Chamomile Drink,"مشروب البابونج فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب البابونج فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
443,6.2811E+12,مشروب الزعتر فيولا,Viola Thyme Drink,"مشروب الزعتر فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب الزعتر فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
444,6.2811E+12,مشروب اللافندر فيولا,Viola Lavender Drink,"مشروب اللافندر فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب اللافندر فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
445,6.2811E+12,مشروب اكليل الجبل فيولا,Viola Rosemary Drink,"مشروب اكليل الجبل فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في",,,,,,,,
446,6.2811E+12,مشروب السنامكي فيولا,Viola Senna Drink,"مشروب السنامكي فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب السنامكي فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
447,6.2811E+12,مشروب البردقوش فيولا,Viola Marjoram Drink,"مشروب البردقوش فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشروب البردقوش فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
448,8.68141E+12,مشروب شاي التوت الاسود 200جم فيولا,Viola Black Mulberry Tea Drink 200g,"مشروب شاي التوت الاسود 200جم فيولا مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","مشروب شاي التوت الاسود 200جم فيولا is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,0,0,0
449,1000248,ماء اللبان,Frankincense Water,"ماء اللبان من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء اللبان is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
450,1000249,ماء المره,Myrrh Water,"ماء المره من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء المره is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
451,1000250,شكاكي,Shikakai,"شكاكي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",شكاكي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2.02,2.02,0
452,1000251,ودع ناعم,Fine Cowrie Shells,"ودع ناعم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ودع ناعم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2.02,2.02,0
453,1000252,فوفل احمر,Red Betel Nut,"فوفل احمر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",فوفل احمر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
454,1000253,عرق الذهب,Gold Root (Arq Al-Dhahab),"عرق الذهب من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",عرق الذهب is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3.02,3.02,0
455,1000254,زهرة بنفسج,Violet Flower,"زهرة بنفسج من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زهرة بنفسج is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3.05,3.05,0
456,1000255,كرمع,Karma Herb,"كرمع من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كرمع is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3.01,3.01,0
457,1000256,هليلج اسود,Black Myrobalan,"هليلج اسود من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",هليلج اسود is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2,2,0
458,1000257,لبان مجرول,Majroul Frankincense,"لبان مجرول من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",لبان مجرول is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1,1,0
459,1000258,جنسنج عيدان,Ginseng Sticks,"جنسنج عيدان من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",جنسنج عيدان is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0.3,0.3,0
460,1000259,حب العزيز,Tiger Nut,"حب العزيز من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds العزيز are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,2.95,2.95,0
461,6.28702E+12,زعفران سوبرنقيل 1.75جم,Super Nageel Saffron 1.75g,"زعفران سوبرنقيل 1.75جم من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Saffron سوبرنقيل 1.75جم is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,12,12,0
462,7.95697E+11,بذور الحلبه الطبيعي مكمل غذائي,Natural Fenugreek Seeds Supplement,"بذور الحلبه الطبيعي مكمل غذائي من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds الحلبه الطبيعي مكمل غذائي are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,0,0,0
463,7.79375E+12,مته بيوري 250جم,Pipore Mate 250g,"مته بيوري 250جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مته بيوري 250جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,20,20,0
464,6.217E+12,مته خارطه بيضاء250جم,White Map Mate 250g,"مته خارطه بيضاء250جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مته خارطه بيضاء250جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,20,20,0
465,6.04039E+12,شاي رويال,Royal Tea,"شاي رويال مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي رويال is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
466,6.28704E+12,قرفه مبروم سيريلانكي 250جم,Ceylon Cinnamon Sticks 250g,"قرفه مبروم سيريلانكي 250جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قرفه مبروم سيريلانكي 250جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
467,1000260,شاي اخضر سليم تي,Green Slim Tea,"شاي اخضر سليم تي مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي اخضر سليم تي is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
468,8.69943E+12,شاي توت تركي,Turkish Berry Tea,"شاي توت تركي مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي توت تركي is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
469,1000261,شاي غمدان,Ghamdan Tea,"شاي غمدان مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي غمدان is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,0,0,0
470,1000262,مشاط احمر,Red Mashat,"مشاط احمر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشاط احمر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
471,1000263,مشاط ابيض,White Mashat,"مشاط ابيض من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مشاط ابيض is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
472,1.23457E+12,ماء الهندباء الجسر 565مل,Dandelion Water Al-Jisr 565ml,"ماء الهندباء الجسر 565مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء الهندباء الجسر 565مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
473,9.76206E+12,ماء طبيخة الجسر 565مل,Tabikha Water Al-Jisr 565ml,"ماء طبيخة الجسر 565مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء طبيخة الجسر 565مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
474,1000264,لبان عماني للاكل علبه 4,Omani Frankincense Edible Box 4,"لبان عماني للاكل علبه 4 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",لبان Omani للاكل علبه 4 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
